raw_skill_name,category,skill_normalized,cluster_id,auto_canonical,override_canonical,final_canonical,raw_count
Image-Processing Eco-System/DGX,AI/ML/Data,image processing eco system dgx,3236,image processing eco system dgx,,AI/ML/Data Other,1
T24 Core Banking,Domain Knowledge,t24 core banking,603,corebanking (t24),,corebanking (t24),1
Graph Analytics,AI/ML/Data,graph analytics,1504,graph analytics,,graph analytics,1
graph analytics,AI/ML/Data,graph analytics,1504,graph analytics,,graph analytics,1
Graph Algorithms,AI/ML/Data,graph algorithms,1504,graph analytics,,graph analytics,1
multitasking programming,Engineering Concepts & Methodologies,multitasking programming,723,multitask,,multitask,1
automotive SW,Domain Knowledge,automotive sw,2517,automotive sw,,Domain Knowledge Other,1
Muilti APN,Infrastructure & DevOps,muilti apn,1526,muilti apn,,muilti apn,1
Diagnostic,Embedded & Firmware,diagnostic,2148,diagnostic,,diagnostic,4
Qualcomm,Tool & Platform,qualcomm,2476,qualcomm,,Tool & Platform Other,4
thiết bị CNTT,IT Support & Hardware,thiết bị cntt,153,thiết bị it,,thiết bị it,1
Lắp đặt phần cứng máy tính,IT Support & Hardware,lắp đặt phần cứng máy tính,1644,xử lý phần cứng máy tính,,xử lý phần cứng máy tính,1
Lắp đặt & cài đặt các thiết bị văn phòng,IT Support & Hardware,lắp đặt & cài đặt các thiết bị văn phòng,762,thiết bị văn phòng,,thiết bị văn phòng,1
"Bảo hành, bảo trì máy tính & các thiết bị văn phòng",IT Support & Hardware,"bảo hành, bảo trì máy tính & các thiết bị văn phòng",5154,"bảo hành, bảo trì máy tính & các thiết bị văn phòng",,IT Support & Hardware Other,1
Thi công lắp đặt hệ thống mạng,Infrastructure & DevOps,thi công lắp đặt hệ thống mạng,193,hạ tầng mạng,,hạ tầng mạng,1
hạ tầng công nghệ thông tin,Infrastructure & DevOps,hạ tầng công nghệ thông tin,2238,information technology,,information technology,1
hệ thống web,Domain Knowledge,hệ thống web,33,web technologies,,web technologies,4
bảo mật thông tin hệ thống,Infrastructure & DevOps,bảo mật thông tin hệ thống,790,bảo mật thông tin,,bảo mật thông tin,1
"cài đặt, quản trị Database server",Database,"cài đặt, quản trị database server",6509,"cài đặt, quản trị database server",,Database Other,1
Ambarella,Tool & Platform,ambarella,5724,ambarella,,Tool & Platform Other,1
IT Project Management,Soft Skill,it project management,261,project management,,project management,1
IT project management,Soft Skill,it project management,261,project management,,project management,4
aviation domain,Domain Knowledge,aviation domain,6020,aviation domain,,Domain Knowledge Other,1
Agile certification,Other,agile certification,986,agile certification,,agile certification,4
Agile Certification,Other,agile certification,986,agile certification,,agile certification,1
Conflict management,Soft Skill,conflict management,426,conflict management,,conflict management,1
Conflict Management,Soft Skill,conflict management,426,conflict management,,conflict management,1
persuasion,Soft Skill,persuasion,621,persuasion,,persuasion,1
strategic planning,Soft Skill,strategic planning,1076,strategic planning,,strategic planning,4
project estimation,Soft Skill,project estimation,918,project estimation,,project estimation,4
budget control,Soft Skill,budget control,334,budget control,,budget control,9
managing backlog,Tool & Platform,managing backlog,1581,backlog management,,backlog management,1
risk matrix,Tool & Platform,risk matrix,3156,risk matrix,,Tool & Platform Other,1
RAID log,Tool & Platform,raid log,4002,raid log,,Tool & Platform Other,1
public speaking,Soft Skill,public speaking,6468,public speaking,,Soft Skill Other,9
báo cáo test,Testing & QA,báo cáo test,524,test report,,test report,1
test chức năng,Testing & QA,test chức năng,138,ai testing,,ai testing,1
giao diện (GUI),Testing & QA,giao diện (gui),4465,giao diện (gui),,Testing & QA Other,1
hệ thống bán hàng,Domain Knowledge,hệ thống bán hàng,766,hệ thống bán hàng,,hệ thống bán hàng,1
webservice SOAP,Engineering Concepts & Methodologies,webservice soap,1044,webservice soap,,webservice soap,1
Contact Centers,Domain Knowledge,contact centers,2595,contact center,,contact center,1
Windmill,Tool & Platform,windmill,6195,windmill,,Tool & Platform Other,1
Lark Base,Tool & Platform,lark base,2236,lark base,,Tool & Platform Other,1
quản lý sắp xếp thời gian,Soft Skill,quản lý sắp xếp thời gian,267,time management,,time management,1
tư duy có tổ chức,Soft Skill,tư duy có tổ chức,3274,tư duy có tổ chức,,Soft Skill Other,1
quản lý và phát triển sản phẩm,Soft Skill,quản lý và phát triển sản phẩm,1033,product management,,product management,1
app tài chính,Domain Knowledge,app tài chính,5291,app tài chính,,Domain Knowledge Other,1
"clean, structured code",Engineering Concepts & Methodologies,"clean, structured code",337,clean code,,clean code,1
algorithmic trading,Domain Knowledge,algorithmic trading,6065,algorithmic trading,,Domain Knowledge Other,1
quantitative systems,Domain Knowledge,quantitative systems,5744,quantitative systems,,Domain Knowledge Other,1
Document logic and APIs,Engineering Concepts & Methodologies,document logic and apis,5989,document logic and apis,,Engineering Concepts & Methodologies Other,1
Tự động hóa một phần quy trình phát triển,Engineering Concepts & Methodologies,tự động hóa một phần quy trình phát triển,4054,tự động hóa một phần quy trình phát triển,,Engineering Concepts & Methodologies Other,1
quản lý và sắp xếp công việc,Soft Skill,quản lý và sắp xếp công việc,785,quản lý công việc,,quản lý công việc,1
Deeplearning,AI/ML/Data,deeplearning,5949,deeplearning,,AI/ML/Data Other,1
partitioning,Engineering Concepts & Methodologies,partitioning,1939,partitioning,,partitioning,1
deduplication,Data Engineering & Analytics,deduplication,2523,deduplication,,deduplication,1
incremental load,Data Engineering & Analytics,incremental load,6732,incremental load,,Data Engineering & Analytics Other,1
"thu thập, tổng hợp, phân tích thông tin",Soft Skill,"thu thập, tổng hợp, phân tích thông tin",2010,"phân tích thông tin, dữ liệu",,"phân tích thông tin, dữ liệu",1
non-relational database,Database,non relational database,5522,non relational database,,Database Other,1
script tự động hoá,Tool & Platform,script tự động hoá,6636,script tự động hoá,,Tool & Platform Other,1
frontend web responsive,Design & UX,frontend web responsive,495,frontend web,,frontend web,1
tư duy làm sản phẩm,Soft Skill,tư duy làm sản phẩm,548,product mindset,,product mindset,1
Scrum Agile,Engineering Concepts & Methodologies,scrum agile,2083,scrum agile,,scrum agile,1
Cloud/IT Services,Domain Knowledge,cloud it services,137,cloud services,,cloud services,1
Java web,Framework / Library,java web,1422,java web,,java web,1
PrimeFaces,Framework / Library,primefaces,6124,primefaces,,Framework / Library Other,1
thiết bị công nghệ,IT Support & Hardware,thiết bị công nghệ,340,ai technologies,,ai technologies,1
điện thoại,IT Support & Hardware,điện thoại,2894,điện thoại,,điện thoại,1
Front-end framework,Framework / Library,front end framework,756,front end framework,,front end framework,1
hệ thống xử lý dữ liệu lớn,Data Engineering & Analytics,hệ thống xử lý dữ liệu lớn,21,big data systems,,big data systems,1
viết script,Testing & QA,scripting,1816,scripting,,scripting,1
mạng CNTT,Infrastructure & DevOps,mạng cntt,3566,mạng cntt,,Infrastructure & DevOps Other,1
mô hình mạng OSI,Engineering Concepts & Methodologies,mô hình mạng osi,788,mô hình mạng,,mô hình mạng,1
mô hình TCP/IP,Engineering Concepts & Methodologies,mô hình tcp ip,6270,mô hình tcp ip,,mô hình tcp ip,1
nghiên cứu giải pháp công nghệ,Soft Skill,nghiên cứu giải pháp công nghệ,43,trình bày giải pháp kỹ thuật,,trình bày giải pháp kỹ thuật,4
tối ưu CPU/Memory,Engineering Concepts & Methodologies,tối ưu cpu memory,2190,tối ưu cpu memory,,tối ưu cpu memory,1
addressables/asset bundle,Tool & Platform,addressables asset bundle,390,asset bundle,,asset bundle,1
casual/puzzle/match-3,Domain Knowledge,casual puzzle match 3,3897,casual puzzle match 3,,Domain Knowledge Other,1
UniTask/async,Framework / Library,unitask async,4521,unitask async,,Framework / Library Other,1
optimization profiler,Tool & Platform,optimization profiler,4142,optimization profiler,,Tool & Platform Other,1
realm swift,Database,realm swift,5856,realm swift,,Database Other,1
modularization,Engineering Concepts & Methodologies,modularization,850,modularization,,modularization,1
Modularization,Engineering Concepts & Methodologies,modularization,850,modularization,,modularization,16
remote config,Tool & Platform,remote config,5861,remote config,,Tool & Platform Other,1
Remote Config,Tool & Platform,remote config,5861,remote config,,Tool & Platform Other,1
"quảng cáo (Google, Facebook,...)",Domain Knowledge,"quảng cáo (google, facebook, )",5519,"quảng cáo (google, facebook, )",,Domain Knowledge Other,1
dẫn dắt quản lý đội nhóm,Soft Skill,dẫn dắt quản lý đội nhóm,49,team management,,team management,1
Entity-Relationship Diagrams (ERD),Engineering Concepts & Methodologies,entity relationship diagrams (erd),5007,entity relationship diagrams (erd),,Engineering Concepts & Methodologies Other,1
financial terms and instruments,Domain Knowledge,financial terms and instruments,1085,financial instruments,,financial instruments,1
API specifications,Engineering Concepts & Methodologies,api specifications,911,api specification,,api specification,1
đọc hiểu log hệ thống,Infrastructure & DevOps,đọc hiểu log hệ thống,156,đọc hiểu log hệ thống,,đọc hiểu log hệ thống,4
phân tích lỗi,Engineering Concepts & Methodologies,phân tích lỗi,395,error analysis,,error analysis,4
công cụ automation,Tool & Platform,công cụ automation,696,automation,,automation,4
larkbase automation,Tool & Platform,larkbase automation,5087,larkbase automation,,Tool & Platform Other,1
quảng cáo Facebook,Tool & Platform,quảng cáo facebook,1600,quảng cáo facebook,,quảng cáo facebook,4
thay linh kiện máy in,IT Support & Hardware,thay linh kiện máy in,5477,thay linh kiện máy in,,IT Support & Hardware Other,1
Elastic Stack,Infrastructure & DevOps,elastic stack,4485,elastic stack,,Infrastructure & DevOps Other,9
công cụ hỗ trợ phân tích nghiệp vụ,Tool & Platform,công cụ hỗ trợ phân tích nghiệp vụ,1059,công cụ hỗ trợ phân tích,,công cụ hỗ trợ phân tích,1
đồng bộ và xử lý dữ liệu,Data Engineering & Analytics,đồng bộ và xử lý dữ liệu,84,data processing,,data processing,1
test luồng dữ liệu,Testing & QA,test luồng dữ liệu,1540,test data,,test data,1
SCSS/SASS,Programming Language,scss sass,6095,scss sass,,Programming Language Other,1
data privacy,Domain Knowledge,data privacy,1396,data privacy,,data privacy,1
data governance,Domain Knowledge,data governance,3224,data governance,,data governance,1
work with cross-functional teams,Soft Skill,work with cross functional teams,1318,cross functional teams,,cross functional teams,1
working with vendors,Soft Skill,working with vendors,1329,working with vendors,,working with vendors,1
IT backend,Domain Knowledge,it backend,4321,it backend,,Domain Knowledge Other,1
kiến trúc tích hợp hệ thống,Engineering Concepts & Methodologies,kiến trúc tích hợp hệ thống,3264,kiến trúc hệ thống tích hợp,,kiến trúc hệ thống tích hợp,1
tối ưu hiệu suất hệ thống,Engineering Concepts & Methodologies,tối ưu hiệu suất hệ thống,139,hiệu suất hệ thống,,hiệu suất hệ thống,1
advanced analytics,AI/ML/Data,advanced analytics,1124,ux analytics,,ux analytics,4
banking products,Domain Knowledge,banking products,4192,banking products,,banking products,4
customer behavior,Domain Knowledge,customer behavior,6554,customer behavior,,Domain Knowledge Other,1
regulatory requirement,Domain Knowledge,regulatory requirement,5965,regulatory requirement,,Domain Knowledge Other,1
StoreKit,Framework / Library,storekit,6432,storekit,,Framework / Library Other,1
App Store Review Guideline,Other,app store review guideline,4195,app store review guideline,,Other Other,1
chính sách của AdMob,Other,chính sách của admob,1743,chính sách của admob,,Other Other,1
Anh văn đọc hiểu chuyên ngành,Soft Skill,anh văn đọc hiểu chuyên ngành,3812,anh văn đọc hiểu chuyên ngành,,Soft Skill Other,1
anh văn giao tiếp,Soft Skill,anh văn giao tiếp,405,ta giao tiếp,,ta giao tiếp,1
vận hành hệ thống thiết bị hạ tầng CNTT,Infrastructure & DevOps,vận hành hệ thống thiết bị hạ tầng cntt,146,cơ sở hạ tầng cntt,,cơ sở hạ tầng cntt,1
Zero Trust,Infrastructure & DevOps,zero trust,1538,zero trust,,zero trust,1
zero trust,Infrastructure & DevOps,zero trust,1538,zero trust,,zero trust,1
Vulnerability Assessment,Testing & QA,vulnerability management,2574,vulnerability management,,vulnerability management,1
Kube manifest,Infrastructure & DevOps,kube manifest,51,telesales,,telesales,1
InfluxDB,Database,influxdb,5303,influxdb,,Database Other,4
performance analysis,Engineering Concepts & Methodologies,performance analysis,26,performance analysis,,performance analysis,4
code composer,Tool & Platform,code composer,4748,code composer,,Tool & Platform Other,1
code studio,Tool & Platform,code studio,5854,code studio,,Tool & Platform Other,1
Ngoại ngữ,Soft Skill,ngoại ngữ,269,foreign language,,foreign language,1
Quản trị hệ thống bảo mật,Infrastructure & DevOps,quản trị hệ thống bảo mật,97,information security,,information security,1
Networking & Security,Infrastructure & DevOps,networking & security,740,network security,,network security,1
MITRE ATT&CK Framework,Other,mitre att&ck framework,1665,mitre att&ck framework,,mitre att&ck framework,9
MITRE ATT&CK,Other,mitre att&ck framework,1665,mitre att&ck framework,,mitre att&ck framework,9
embedded testing,Embedded & Firmware,embedded testing,2278,embedded testing,,Embedded & Firmware Other,1
tích hợp frontend – backend,Engineering Concepts & Methodologies,tích hợp frontend – backend,2832,frontend - backend,,frontend - backend,1
Testing Web,Testing & QA,testing web,695,web testing,,web testing,1
testing Web,Testing & QA,testing web,695,web testing,,web testing,1
Hoppscotch,Tool & Platform,hoppscotch,5947,hoppscotch,,Tool & Platform Other,1
Angular 19,Framework / Library,angular 19,4812,angular 19,,Framework / Library Other,1
Độ tin cậy hệ thống (SRE),Infrastructure & DevOps,độ tin cậy hệ thống (sre),3960,độ tin cậy hệ thống (sre),,Infrastructure & DevOps Other,1
Ngân hàng điện tử,Domain Knowledge,ngân hàng điện tử,5559,ngân hàng điện tử,,Domain Knowledge Other,1
Unit/integration testing,Testing & QA,unit integration testing,1102,unit integration tests,,unit integration tests,1
xUnit.NET,Testing & QA,xunit net,155,xunit net,,xunit net,1
WireMock,Testing & QA,wiremock,5230,wiremock,,Testing & QA Other,4
Azure Blob Storage,Infrastructure & DevOps,azure blob storage,1714,azure blob storage,,azure blob storage,1
Azure SQL Database,Database,azure sql database,320,sql databases,,sql databases,1
Azure Sql Database,Database,azure sql database,320,sql databases,,sql databases,1
document technical decisions,Soft Skill,document technical decisions,4661,document technical decisions,,Soft Skill Other,1
collaborate with cross-functional teams,Soft Skill,collaborate with cross functional teams,1318,cross functional teams,,cross functional teams,1
maintainable code,Engineering Concepts & Methodologies,maintainable code,2670,maintainable code,,maintainable code,9
Langfuse,Tool & Platform,langfuse,2353,langfuse,,langfuse,4
LLM observability,Infrastructure & DevOps,llm observability,1443,llm observability,,llm observability,1
AI agent architecture,AI/ML/Data,ai agent architecture,1464,agentic architecture,,agentic architecture,1
multi-tenant SaaS,Engineering Concepts & Methodologies,multi tenant saas,824,multi tenant saas,,multi tenant saas,1
business workflow,Domain Knowledge,business workflow,1303,business workflow,,business workflow,4
thiết kế giao diện người dùng trên Android,Design & UX,thiết kế giao diện người dùng trên android,4108,thiết kế giao diện người dùng trên android,,Design & UX Other,4
"nghiệp vụ, quy trình vận hành doanh nghiệp",Domain Knowledge,"nghiệp vụ, quy trình vận hành doanh nghiệp",417,business process,,business process,1
Tư duy dịch vụ,Soft Skill,tư duy dịch vụ,5990,tư duy dịch vụ,,Soft Skill Other,1
tư duy dịch vụ,Soft Skill,tư duy dịch vụ,5990,tư duy dịch vụ,,Soft Skill Other,1
trực quan hóa,Data Engineering & Analytics,trực quan hóa,5266,trực quan hóa,,Data Engineering & Analytics Other,4
dịch/phiên dịch Anh – Việt,Soft Skill,dịch phiên dịch anh – việt,3940,dịch phiên dịch anh – việt,,Soft Skill Other,1
Cash Management,Domain Knowledge,cash management,6214,cash management,,Domain Knowledge Other,1
cash management,Domain Knowledge,cash management,6214,cash management,,Domain Knowledge Other,1
Trade Finance,Domain Knowledge,trade finance,3949,trade finance,,Domain Knowledge Other,4
Giao tiếp song ngữ,Soft Skill,giao tiếp song ngữ,592,communication,,communication,1
Robot Operating System (ROS),Tool & Platform,robot operating system (ros),3609,robot operating system (ros),,Tool & Platform Other,1
path planning,AI/ML/Data,path planning,4162,path planning,,AI/ML/Data Other,1
Microcontroller Unit (MCU),Embedded & Firmware,microcontroller unit (mcu),5722,microcontroller unit (mcu),,Embedded & Firmware Other,1
Microprocessor,Embedded & Firmware,microprocessor,6433,microprocessor,,Embedded & Firmware Other,1
hệ thống CCTV,IT Support & Hardware,hệ thống cctv,460,hệ thống cctv,,hệ thống cctv,1
thiết kế và triển khai mạng,Infrastructure & DevOps,thiết kế và triển khai mạng,2396,thiết kế và triển khai mạng,,thiết kế và triển khai mạng,1
cấu hình phần cứng mạng,Infrastructure & DevOps,cấu hình phần cứng mạng,555,cấu hình thiết bị mạng,,cấu hình thiết bị mạng,1
tối ưu hiệu suất mạng,Infrastructure & DevOps,tối ưu hiệu suất mạng,4601,tối ưu hiệu suất mạng,,Infrastructure & DevOps Other,1
lập trình Mobile App,Other,lập trình mobile app,151,mobile app,,mobile app,4
lập trình mobile App,Other,lập trình mobile app,151,mobile app,,mobile app,1
Subscription,Domain Knowledge,subscription,20,subscription,,subscription,9
subscription,Domain Knowledge,subscription,20,subscription,,subscription,1
Activity,Framework / Library,activity,3682,activity,,Framework / Library Other,9
Fragment,Framework / Library,fragment,5684,fragment,,Framework / Library Other,9
Broadcast Receiver,Framework / Library,broadcast receiver,1402,broadcast receiver,,broadcast receiver,4
web-based application development,Domain Knowledge,web based application development,672,web applications development,,web applications development,1
Cryptography,Domain Knowledge,cryptography,1153,cryptography,,cryptography,1
X.509- Certificates,Infrastructure & DevOps,x 509- certificates,2255,x 509- certificates,,Infrastructure & DevOps Other,1
React Query,Framework / Library,react query,5907,react query,,Framework / Library Other,16
web performance,Engineering Concepts & Methodologies,web performance,462,web performance optimization,,web performance optimization,1
Markdown,Tool & Platform,markdown,1821,markdown,,Tool & Platform Other,1
Algolia DocSearch,Tool & Platform,algolia docsearch,3568,algolia docsearch,,Tool & Platform Other,1
Recharts,Framework / Library,recharts,2085,recharts,,Framework / Library Other,4
Chart.js,Framework / Library,chart js,4291,chart js,,Framework / Library Other,1
Monaco Editor,Tool & Platform,monaco editor,2904,monaco editor,,Tool & Platform Other,1
CodeMirror,Tool & Platform,codemirror,3554,codemirror,,Tool & Platform Other,1
WCAG 2.1,Other,wcag 2 1,2596,wcag 2 1,,wcag 2 1,1
Storybook,Tool & Platform,storybook,4310,storybook,,Tool & Platform Other,4
StoryBook,Tool & Platform,storybook,4310,storybook,,Tool & Platform Other,1
làm việc trực tiếp với KH Nhật Bản,Soft Skill,làm việc trực tiếp với kh nhật bản,949,làm việc tại nhật bản,,làm việc tại nhật bản,1
css/scss,Programming Language,css scss,1150,css scss,,css scss,1
jQuery UI,Framework / Library,jquery ui,3454,jquery ui,,Framework / Library Other,1
App Service,Infrastructure & DevOps,app service,2852,app service,,app service,1
Azure Function,Infrastructure & DevOps,azure function,1240,azure functions,,azure functions,1
Azure Storage,Infrastructure & DevOps,azure storage,70,azure storage,,azure storage,4
Quy trình doanh nghiệp (business processes),Domain Knowledge,quy trình doanh nghiệp (business processes),417,business process,,business process,1
Google Docs,Tool & Platform,google docs,2166,google docs,,Tool & Platform Other,4
storytelling,Soft Skill,storytelling,5933,storytelling,,Soft Skill Other,4
kiến trúc máy tính,IT Support & Hardware,kiến trúc máy tính,3251,kiến trúc máy tính,,kiến trúc máy tính,4
công cụ giám sát dịch vụ CNTT,Infrastructure & DevOps,công cụ giám sát dịch vụ cntt,841,dịch vụ cntt,,dịch vụ cntt,1
viết báo cáo và tài liệu kỹ thuật,Soft Skill,viết báo cáo và tài liệu kỹ thuật,1041,"làm công văn, tờ trình, báo cáo",,"làm công văn, tờ trình, báo cáo",1
Vận hành hệ thống máy chủ,Infrastructure & DevOps,vận hành hệ thống máy chủ,1367,hệ thống máy chủ,,hệ thống máy chủ,1
soạn thảo,Soft Skill,soạn thảo,707,soạn thảo,,soạn thảo,1
ProtoPie,Tool & Platform,protopie,120,protobuf,,protobuf,1
Protopie,Tool & Platform,protopie,120,protobuf,,protobuf,1
Principle,Tool & Platform,principle,6606,principle,,Tool & Platform Other,9
iOS Human Interface Guidelines,Design & UX,ios human interface guidelines,2266,human interface guidelines,,human interface guidelines,1
Đọc hiểu tài liệu tiếng Nhật,Soft Skill,đọc hiểu tài liệu tiếng nhật,165,đọc hiểu tài liệu,,đọc hiểu tài liệu,1
công ty outsourcing Nhật,Domain Knowledge,công ty outsourcing nhật,181,managing outsourcing vendors,,managing outsourcing vendors,1
Phản biện logic,Soft Skill,phản biện logic,769,logic thinking,,logic thinking,1
phản biện logic,Soft Skill,phản biện logic,769,logic thinking,,logic thinking,1
phân tích rủi ro,Engineering Concepts & Methodologies,phân tích rủi ro,654,risk based,,risk based,1
mentoring & dẫn dắt team,Soft Skill,mentoring & dẫn dắt team,148,mentor team,,mentor team,1
BA phần mềm,Other,ba phần mềm,497,ba phần mềm,,ba phần mềm,1
tự nghiên cứu,Soft Skill,tự nghiên cứu,855,self research,,self research,9
testing digital software products and systems,Testing & QA,testing digital software products and systems,5848,testing digital software products and systems,,Testing & QA Other,1
writing test case,Testing & QA,writing test case,195,test case writing,,test case writing,1
version control system,Tool & Platform,version control system,3379,version control,,version control,1
Cloud (GCP),Infrastructure & DevOps,cloud (gcp),779,cloud (gcp),,cloud (gcp),1
online educational or mobile games products,Domain Knowledge,online educational or mobile games products,1783,online educational or mobile games products,,Domain Knowledge Other,1
interpersonal,Soft Skill,interpersonal,191,interpersonal skills,,interpersonal skills,1
logical and analytical thinking,Soft Skill,logical and analytical thinking,1483,logical & analytical thinking,,logical & analytical thinking,1
Testing methods and techniques,Testing & QA,testing methods and techniques,11,testing concepts,,testing concepts,1
embedded system,Embedded & Firmware,embedded system,1016,embedded system development,,embedded system development,1
kinh doanh B2B,Domain Knowledge,kinh doanh b2b,670,kinh doanh b2b,,kinh doanh b2b,1
"thu thập, phân tích, tổng hợp thông tin",Engineering Concepts & Methodologies,"thu thập, phân tích, tổng hợp thông tin",2010,"phân tích thông tin, dữ liệu",,"phân tích thông tin, dữ liệu",1
giao tiếp với khách hàng,Soft Skill,giao tiếp với khách hàng,3074,customer communication,,customer communication,1
operational analytics,Data Engineering & Analytics,operational analytics,6003,operational analytics,,Data Engineering & Analytics Other,4
ride-hailing,Domain Knowledge,ride hailing,1915,ride hailing,,Domain Knowledge Other,1
real-time/streaming data,Data Engineering & Analytics,real time streaming data,2677,real time streaming,,real time streaming,1
ML model evaluation,AI/ML/Data,ml model evaluation,6048,ml model evaluation,,AI/ML/Data Other,1
mentoring junior analysts,Soft Skill,mentoring junior analysts,4922,mentoring junior analysts,,Soft Skill Other,1
leading a small analytics team,Soft Skill,leading a small analytics team,4099,leading a small analytics team,,Soft Skill Other,1
"đọc hiểu tài liệu phân tích, thiết kế",Engineering Concepts & Methodologies,"đọc hiểu tài liệu phân tích, thiết kế",3824,"đọc hiểu tài liệu phân tích, thiết kế",,Engineering Concepts & Methodologies Other,4
Oracle SQL,Database,oracle sql,227,database oracle,,database oracle,1
financial systems,Domain Knowledge,financial systems,198,financial systems,,financial systems,64
fintech platforms,Domain Knowledge,fintech platforms,883,fintech platforms,,fintech platforms,4
Backoffice tools,Domain Knowledge,backoffice tools,4653,backoffice tools,,Domain Knowledge Other,4
loan product workflows,Domain Knowledge,loan product workflows,5755,loan product workflows,,Domain Knowledge Other,4
Task prioritization,Soft Skill,task prioritization,2300,task prioritization,,task prioritization,4
làm việc tự chủ,Soft Skill,làm việc tự chủ,6274,làm việc tự chủ,,Soft Skill Other,1
scalable backend systems,Engineering Concepts & Methodologies,scalable backend systems,5811,scalable backend systems,,Engineering Concepts & Methodologies Other,1
vận hành server Windows,Infrastructure & DevOps,vận hành server windows,1074,windows server,,windows server,4
backup data,IT Support & Hardware,backup data,90,backup data,,backup data,1
Windows server Administratior,Infrastructure & DevOps,windows server administratior,2895,windows server administratior,,Infrastructure & DevOps Other,1
cấu hình môi trường Windows server,Infrastructure & DevOps,cấu hình môi trường windows server,5510,cấu hình môi trường windows server,,Infrastructure & DevOps Other,1
quản lý data,Data Engineering & Analytics,quản lý data,2116,data management,,data management,1
tổng hợp dữ liệu,Data Engineering & Analytics,tổng hợp dữ liệu,1527,khai phá dữ liệu,,khai phá dữ liệu,1
Vue Router,Framework / Library,vue router,5431,vue router,,Framework / Library Other,9
vue-router,Framework / Library,vue router,5431,vue router,,Framework / Library Other,1
MVC framework,Engineering Concepts & Methodologies,mvc framework,635,mvc framework,,mvc framework,4
MVC Framework,Engineering Concepts & Methodologies,mvc framework,635,mvc framework,,mvc framework,1
đọc hiểu và phân tích các yêu cầu kỹ thuật,Engineering Concepts & Methodologies,đọc hiểu và phân tích các yêu cầu kỹ thuật,3471,đọc hiểu và phân tích các yêu cầu kỹ thuật,,Engineering Concepts & Methodologies Other,1
MaketPlace,Domain Knowledge,maketplace,3944,maketplace,,Domain Knowledge Other,1
vận hành tối ưu hệ thống production,Infrastructure & DevOps,vận hành tối ưu hệ thống production,589,production systems,,production systems,1
"tư duy, logic",Soft Skill,"tư duy, logic",769,logic thinking,,logic thinking,1
viết tài liệu phân tích yêu cầu,Engineering Concepts & Methodologies,viết tài liệu phân tích yêu cầu,1592,viết tài liệu phân tích,,viết tài liệu phân tích,1
tài liệu đặc tả hệ thống,Engineering Concepts & Methodologies,tài liệu đặc tả hệ thống,246,system documentation,,system documentation,1
SAP EAM/PM,Domain Knowledge,sap eam pm,6526,sap eam pm,,Domain Knowledge Other,1
SAP FICO,Domain Knowledge,sap fico,415,gitlab ci,,gitlab ci,1
kiến trúc code sạch,Engineering Concepts & Methodologies,kiến trúc code sạch,337,clean code,,clean code,1
Unity Profiler,Tool & Platform,unity profiler,4766,unity profiler,,Tool & Platform Other,4
iptables/nftables,Infrastructure & DevOps,iptables nftables,2661,iptables nftables,,Infrastructure & DevOps Other,1
sysctl tuning,Infrastructure & DevOps,sysctl tuning,4183,sysctl tuning,,Infrastructure & DevOps Other,1
Kernel modules,Infrastructure & DevOps,kernel modules,2327,kernel modules,,Infrastructure & DevOps Other,1
syscalls,Infrastructure & DevOps,syscalls,6620,syscalls,,Infrastructure & DevOps Other,1
namespaces,Infrastructure & DevOps,namespaces,5777,namespaces,,Infrastructure & DevOps Other,4
mã nguồn mở,Engineering Concepts & Methodologies,mã nguồn mở,701,open source,,open source,1
web-based applications,Domain Knowledge,web based applications,6798,web applications,,web applications,4
scalability,Testing & QA,scalability,265,scalability,,scalability,1
security,Testing & QA,security,307,security,,security,1
Robot Framework,Testing & QA,robot framework,1337,robot framework,,robot framework,25
iOS Native,Tool & Platform,ios native,4086,ios native,,ios native,9
quản lý source code,Tool & Platform,quản lý source code,1434,quản lý source code,,quản lý source code,4
Firebase Cloud Messaging,Infrastructure & DevOps,firebase cloud messaging,218,firebase cloud messaging,,firebase cloud messaging,4
Firebase Analytics,Data Engineering & Analytics,firebase analytics,4322,firebase analytics,,Data Engineering & Analytics Other,4
REST API integration,Engineering Concepts & Methodologies,rest api integration,3458,rest api integration,,Engineering Concepts & Methodologies Other,1
REST API Integration,Engineering Concepts & Methodologies,rest api integration,3458,rest api integration,,Engineering Concepts & Methodologies Other,1
software development project lifecycles,Engineering Concepts & Methodologies,software development project lifecycles,1465,software development life cycle (sdlc),,software development life cycle (sdlc),1
"bảo trì, sửa chữa thiết bị Công nghệ thông tin",IT Support & Hardware,"bảo trì, sửa chữa thiết bị công nghệ thông tin",4292,"bảo trì, sửa chữa thiết bị công nghệ thông tin",,IT Support & Hardware Other,1
Đọc hiểu tài liệu IT,Soft Skill,đọc hiểu tài liệu it,165,đọc hiểu tài liệu,,đọc hiểu tài liệu,1
mô hình phát triển ứng dụng mobile,Engineering Concepts & Methodologies,mô hình phát triển ứng dụng mobile,151,mobile app,,mobile app,1
đọc hiểu,Soft Skill,đọc hiểu,165,đọc hiểu tài liệu,,đọc hiểu tài liệu,1
review estimation,Engineering Concepts & Methodologies,review estimation,5886,review estimation,,Engineering Concepts & Methodologies Other,4
"viết tài liệu basic, detail design",Engineering Concepts & Methodologies,"viết tài liệu basic, detail design",237,design documentation,,design documentation,4
